Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Location,Price
76739.19021,23.57696052,7.234028302,2.131674347,37447.66002,"Florida, Orlando",845567.9354
44156.5262,4.799423941,8.652810135,5.249804527,38729.68105,"Florida, Miami",798370.0144
102902.256,18.42775865,6.141713972,4.247255521,20995.40366,"New York, Manhattan",1555063.377
56109.10257,1.994639138,5.656970695,4.184365301,41560.43372,"California, San Diego",413760.8426
60689.66679,15.42941642,8.886207825,5.831252731,44181.40801,"Florida, Miami",832037.2335
53176.50827,5.490437767,8.317215668,4.99057845,46827.00385,"Texas, Austin",1411308.948
66417.20519,6.304764853,5.615217923,5.400475472,16448.49656,"Illinois, Chicago",654914.0462
100540.1205,11.58637943,6.318902987,3.415982278,22156.94734,"Florida, Orlando",1272863.48
81550.86876,13.54067783,6.075390645,4.217456163,44414.1339,"California, San Diego",813679.0408
56390.50193,19.07200031,4.745478393,4.46162271,17941.60811,"Florida, Miami",1733612.165
110226.4063,3.158424135,8.789096619,3.286335761,10138.73837,"California, San Francisco",894981.8646
110366.5484,15.60706108,6.021562156,4.2809925,44833.09241,"California, Los Angeles",690178.1549
109646.274,6.296128777,8.376645413,2.946621518,23057.97767,"California, San Francisco",1201176.421
59103.69691,17.64528008,4.946781138,2.573502684,26579.90101,"Florida, Miami",530622.8721
76099.14753,19.48473376,6.739354053,3.495881037,27853.36103,"Illinois, Chicago",1655722.745
118799.1725,17.14456844,4.119806926,4.957158515,43930.98403,"Illinois, Chicago",1456048.027
101760.9981,22.4105698,7.821102419,5.664748592,23515.68578,"California, San Francisco",1609865.138
42173.3937,10.73266808,6.904569491,3.830856206,45691.19543,"New York, Manhattan",978092.9397
45216.3673,23.18809116,7.127947917,4.571294753,34677.56552,"Texas, Houston",1719505.804
77114.51014,13.55024537,4.258604413,2.412148524,31091.46896,"California, Los Angeles",1139031.822
112737.6165,15.04135045,5.055191651,5.617855034,23024.58029,"Texas, Austin",460988.3594
83096.14384,19.79496169,4.371654362,4.274416854,19748.46785,"California, San Francisco",680849.7233
79825.00064,1.532393136,5.444571579,5.121352991,34962.33771,"Texas, Houston",1508789.763
48437.896,19.96583242,7.137195038,5.177764804,27875.7664,"Illinois, Chicago",1823917.908
92542.40838,18.93896932,6.830929922,3.025922105,46420.6404,"Texas, Austin",461815.5071
105768.2528,9.985566386,7.060749108,4.116697813,29665.54864,"Texas, Austin",1769165.145
70433.6006,3.488034262,6.746256357,5.841919006,30471.79667,"Texas, Austin",1658418.71
102048.9481,3.637128047,5.365143978,2.358538179,26668.93125,"Illinois, Chicago",906153.802
117158.1323,27.77348866,5.222537487,4.732199592,41570.51988,"Florida, Orlando",1471770.567
56301.31673,20.98910032,4.685298418,5.849056312,26993.56792,"New York, Manhattan",617817.2845
81866.3705,4.685975799,8.245354375,3.202308432,20773.67999,"New York, Manhattan",1682768.61
62971.03665,11.34497191,7.082396793,5.445791686,44481.23497,"Texas, Houston",1417476.337
103428.3535,18.18200682,4.932555063,5.734630182,33873.12885,"Texas, Houston",1046009.945
86207.46927,25.23157945,4.886046899,4.988344838,33660.40879,"California, Los Angeles",1769679.436
90766.5934,2.266166933,8.365178008,2.925313249,34432.88829,"Florida, Orlando",536698.6522
103833.1328,7.862360813,7.713654319,3.336002875,38753.58993,"Illinois, Chicago",1737835.575
71677.63781,26.80272072,7.2969954,2.143237178,22522.71957,"New York, Brooklyn",340606.8911
113207.2055,1.265800955,6.034320538,5.325812937,11353.77483,"New York, Brooklyn",1580440.687
82642.30938,6.840573981,5.309877821,5.398444746,42423.72644,"Florida, Miami",1274718.93
52636.38583,28.8117011,8.897253816,4.53084124,15156.20216,"New York, Brooklyn",1484429.564
95671.92945,18.78865355,7.986197875,3.410111405,38872.78949,"New York, Brooklyn",1000985.694
103460.908,8.588469632,5.508896116,2.307244111,13292.61193,"California, San Diego",1769549.914
65340.93417,2.942741737,8.237823981,5.01223044,25012.31368,"Illinois, Chicago",832353.341
108574.3406,1.817548873,7.794659743,4.906104774,12521.04279,"Illinois, Chicago",767423.9848
112491.4604,8.097607309,5.485402749,5.650410087,30888.54719,"Florida, Orlando",812976.0978
62152.35899,26.56308877,6.132764271,4.922128084,36125.43091,"Texas, Houston",1616418.533
118681.7178,13.06149597,4.929767227,5.314779769,16857.32565,"New York, Manhattan",1141995.943
51256.92224,21.88966771,4.555262222,4.983818472,24865.10474,"Texas, Austin",1213045.054
56161.25347,27.63026603,7.613810164,4.522748753,47209.57964,"New York, Brooklyn",1713814.211
54737.98714,12.83317339,5.337559287,3.707865577,27695.56468,"New York, Manhattan",1716721.439
111519.1768,6.54704376,8.100296829,5.608469235,42101.74276,"New York, Manhattan",574954.7778
92343.40419,15.99641999,8.978043558,4.603874288,47087.3898,"Texas, Austin",1234605.044
52168.34266,27.33442692,4.38309907,3.593421288,48973.833,"Florida, Orlando",514230.9509
75225.87347,24.32685801,6.365175625,2.333877181,45932.88079,"Texas, Austin",1776498.401
89223.84201,2.909065458,8.010312797,3.162819424,22696.21317,"California, San Diego",1722909.694
46677.1268,21.0846112,7.944754483,4.174906939,48502.91545,"California, San Diego",1743893.059
110593.3095,17.58502815,7.799985792,3.10254148,42495.80967,"Texas, Austin",1498259.451
104288.2828,27.31643211,5.744974677,2.884941392,43487.02335,"Illinois, Chicago",1093691.42
80416.54189,4.551961089,6.269266278,4.109574056,10606.91937,"Florida, Miami",988026.0848
117370.1292,16.48704728,6.974841787,2.679281384,48169.55453,"California, San Francisco",971881.7587
73420.87834,26.50441811,8.869702918,5.201640253,41123.60895,"Florida, Miami",412561.7406
118728.8255,12.89068982,5.637736355,3.937472605,40718.69986,"California, San Diego",1913079.487
93433.5999,14.97785261,8.615719439,4.295451096,13260.98924,"California, San Diego",1065468.616
90773.70186,3.043359652,5.346784591,2.58953307,19302.74164,"Texas, Houston",1881195.329
53276.39162,9.066165573,8.945372327,3.298305343,48490.46661,"Illinois, Chicago",1794737.817
110554.2207,10.41069283,7.351318434,3.640358733,30027.08299,"California, San Francisco",1708637.659
74199.17503,28.40855101,6.317557402,5.232851322,25914.32073,"Texas, Houston",1300125.104
52978.67246,9.197353456,7.06695214,5.080638092,43597.63269,"California, San Diego",472645.0061
41008.6016,14.36519332,5.362655845,2.891909899,13493.61656,"Florida, Orlando",850649.4642
84780.45469,20.46782828,5.370869288,4.464716326,26677.68065,"Florida, Miami",1326096.556
82191.96977,5.7033178,4.567772719,2.973825431,25028.03098,"New York, Brooklyn",322874.8743
97548.28979,15.10682923,4.570251489,5.952988623,23994.05548,"Texas, Houston",372472.5532
111220.6442,22.41763214,5.738358707,5.808495513,22307.68975,"Texas, Austin",1452027.75
46352.52677,26.13880118,7.814277389,4.253058882,18402.99827,"Florida, Miami",1809944.848
98519.71923,19.16151897,7.039855838,4.795610288,16916.43212,"New York, Brooklyn",1753777.32
54992.95553,20.40255194,4.512922802,5.205721529,35616.24468,"New York, Brooklyn",585846.97
108654.1643,4.662220705,8.261182625,4.88399368,46775.79365,"Florida, Orlando",1849096.869
105525.0811,28.42751842,7.006838135,4.799314764,30354.06581,"New York, Brooklyn",1483713.741
83263.5004,4.844648247,8.804277884,5.834216032,21918.98209,"California, San Diego",1517754.122
96819.42389,23.46551518,7.350927337,4.385824425,16366.40791,"New York, Manhattan",816870.0413
65148.00905,8.679673332,4.875874319,4.545210687,43205.7346,"New York, Manhattan",1517194.519
77693.43191,28.07420117,6.368916812,5.397075002,48859.68226,"California, Los Angeles",1506612.872
105730.9518,21.87882664,7.242487988,4.679563471,23966.21606,"California, San Francisco",1310931.394
76741.21577,22.86059768,4.141323505,4.931730488,21638.01702,"Florida, Orlando",907390.2855
68623.86123,7.352716019,4.074551321,2.936674745,34059.71812,"California, Los Angeles",1678724.544
79536.99578,13.84815932,4.647015003,3.485067696,41013.15924,"California, San Francisco",1893780.495
106259.9402,18.91658264,5.258322175,2.589205383,28216.11214,"New York, Manhattan",1778810.323
66816.64379,23.32923493,6.147745618,4.023061769,35202.92599,"Florida, Orlando",713064.6302
53900.92745,4.014821901,6.437202369,3.822909603,38661.96272,"California, San Diego",1057645.509
96961.12163,28.90859418,4.690138045,5.988651257,48423.69151,"Illinois, Chicago",882104.3989
106078.257,26.81639945,7.366957896,4.444834611,16601.49322,"Texas, Houston",1502715.235
48050.99828,8.840109124,6.980690308,5.145779293,49895.29975,"Texas, Houston",1713533.574
59189.92902,24.86004705,5.472320494,3.336058683,25686.26621,"Florida, Miami",666853.4251
51357.75918,16.03139377,4.068299417,5.326181325,38928.00571,"New York, Manhattan",1910368.41
67835.31293,14.39238797,4.388239577,4.460339866,32896.57512,"New York, Manhattan",1451459.527
76028.07831,10.11858907,5.958473878,4.787969326,29466.74468,"California, San Diego",671361.3817
99906.10696,17.84808901,4.769871756,3.177723112,37923.01475,"California, Los Angeles",930860.8392
92091.80679,22.16678441,5.884098031,4.194553567,25830.15401,"Illinois, Chicago",477831.6587
89674.2854,12.91705424,7.140913023,4.536147894,15044.39925,"New York, Manhattan",1315017.275
68189.99573,19.2473566,6.736187139,4.356378703,29555.73532,"New York, Brooklyn",587625.5887
107315.8042,21.28007471,5.155879416,5.660774846,30876.63483,"Florida, Miami",1478252.895
77702.97339,21.62253269,5.719112456,5.593090658,18076.08614,"Texas, Houston",1553319.463
118328.395,2.507016846,7.070155992,5.883936232,47424.77425,"New York, Manhattan",1114869.191
90731.37106,25.93268636,8.30427514,4.669712024,19099.02587,"Illinois, Chicago",459488.5109
50101.17933,14.28934613,7.766067194,5.887656521,26369.10376,"Texas, Austin",1338484.423
94094.20497,8.610066369,6.767000134,5.329912,16197.18747,"California, Los Angeles",932748.9286
66008.32123,8.011170717,5.811464992,3.083328561,31431.86585,"Illinois, Chicago",1914400.701
94906.17573,15.00740927,5.825256388,3.709742678,22305.50432,"New York, Brooklyn",1172449.701
45571.29185,26.71811464,8.397086551,2.953569769,29570.9008,"California, Los Angeles",422852.3171
53990.51497,11.97207987,4.19621788,2.016788643,18984.67666,"Texas, Houston",1381283.441
108458.9807,22.74204666,8.939913222,2.752195013,12151.00512,"California, Los Angeles",1624901.294
58174.36456,3.807743199,7.321877054,2.016242345,41169.06604,"Illinois, Chicago",572854.776
106963.29,14.80564436,7.405688495,4.879353845,35643.45136,"Florida, Orlando",1063397.519
62342.08708,29.75889807,4.189989187,3.702137191,23629.57423,"Illinois, Chicago",1563434.821
91430.5528,23.34269628,7.027646374,3.250298908,11899.76899,"New York, Manhattan",334839.1462
95532.04588,7.105326165,6.4238903,5.046883564,44623.00251,"New York, Brooklyn",349248.6534
81012.38025,15.54180274,4.528894534,5.329947098,16791.8002,"California, San Diego",1450750.514
64424.85414,7.775118146,5.389610054,5.901198155,47229.68873,"California, Los Angeles",1532715.047
57011.55011,12.87726689,8.451572281,4.568054339,29143.81514,"Illinois, Chicago",1737978.043
42655.14836,23.62243669,6.749942079,3.846115834,23615.4684,"California, San Francisco",979319.6868
64315.7121,23.36551964,6.067082876,3.221057206,39670.37908,"California, San Francisco",962620.3306
92253.02324,7.614910959,4.363410779,2.889272837,45073.57624,"Florida, Miami",1239025.554
115064.3855,27.74447623,7.570607637,2.851703802,24828.54255,"California, Los Angeles",1587455.824
109696.3586,18.1844773,7.514254117,3.636757499,26293.75009,"Florida, Orlando",1389686.735
101285.1821,12.01780444,7.070218035,5.967145421,27326.32877,"New York, Brooklyn",856449.6165
103075.7875,15.55613184,6.551313231,2.00341479,46892.92246,"Texas, Austin",889130.3359
93198.79228,18.54706635,6.168922011,2.788823589,37702.55966,"New York, Brooklyn",1597108.39
60822.94861,17.23682542,6.966355465,2.75357193,19905.84468,"California, Los Angeles",1208899.325
112575.6025,15.10574603,5.166977259,4.868477942,17399.9879,"California, San Francisco",466559.4985
93658.58495,15.64305132,8.706295321,3.40993891,19214.70654,"New York, Brooklyn",560091.4221
84835.25048,6.115945402,6.943972646,3.829043218,20542.55557,"Illinois, Chicago",1747023.639
48879.15754,24.56925422,5.555962222,2.594496522,19207.33965,"New York, Brooklyn",1997965.834
75764.4435,16.71104928,6.248399254,3.619988156,36340.25789,"California, Los Angeles",870660.9398
76828.6617,4.801315989,8.028423944,2.412799248,14637.34043,"Illinois, Chicago",957392.8246
109165.0888,23.21855595,4.808080304,4.132173152,25494.33959,"Texas, Houston",562629.6421
83731.85762,28.04087537,5.464178112,2.391753462,35002.14292,"New York, Brooklyn",700712.2429
70432.04392,28.47190008,7.397540114,5.162033525,21634.39896,"Florida, Miami",1021870.738
118144.0263,11.70151424,5.577446032,4.26640687,12610.97539,"California, Los Angeles",783462.3955
48857.64747,4.929989333,7.962508409,4.895871495,13272.95691,"New York, Manhattan",1492422.253
73803.87426,16.03358917,4.652267436,3.674065547,15038.67105,"New York, Manhattan",1214344.051
43361.97401,4.265667651,7.813430852,3.525965173,43433.72099,"Florida, Miami",1697905.118
99192.32966,28.08563514,4.341758574,2.392835556,36314.54022,"New York, Manhattan",1531692.36
113446.1242,6.323809193,4.062963063,4.095422428,12580.89644,"Florida, Miami",517771.0403
62402.98636,8.330209939,8.491117594,4.058008659,25642.75517,"Texas, Houston",509761.2415
108667.3341,12.79245928,6.906696085,3.872408178,21143.40691,"Florida, Orlando",1822602.685
63377.45844,12.11176959,5.759134485,4.962073459,33121.60447,"California, San Francisco",1693169.107
112861.6129,24.04522388,5.162973185,5.3300176,30912.23799,"Illinois, Chicago",1095459.449
100316.9523,14.2331878,7.084428916,5.0031587,29244.96093,"Florida, Miami",521619.0291
104392.5421,5.95227954,6.545010918,2.575462971,22580.49481,"California, San Diego",1827579.694
41440.52445,8.749086969,8.957988878,4.488238037,15511.99088,"California, San Diego",692190.9475
117024.8286,15.76428817,8.916079933,2.321292423,39695.05531,"California, San Diego",360409.1169
98133.67937,5.276163605,7.175122831,4.77848915,45194.27075,"Texas, Austin",1871207.192
64380.08763,18.73801459,6.214352531,3.527356386,47766.03637,"New York, Manhattan",1675190.555
106351.5732,17.40667189,6.455704846,2.529995825,12344.75882,"Florida, Miami",1478918.877
62521.69587,21.72636718,7.412395331,5.448203428,39596.34846,"California, Los Angeles",357851.6075
109820.3072,28.19343385,4.507872721,4.456033356,39060.13838,"Florida, Miami",1198333.003
49006.43123,27.45538227,5.641760369,3.418899872,47884.38457,"California, Los Angeles",1411181.464
96294.8782,28.43619292,4.376361205,2.122908719,20116.58378,"Texas, Houston",1590890.309
83255.87813,8.096752314,4.366803798,4.149241036,39687.16153,"California, Los Angeles",1100825.604
47722.75762,4.815393893,4.979196209,5.692903514,12185.05155,"Florida, Orlando",1920693.81
59351.50626,9.766024314,6.426266273,4.385519331,35249.82883,"California, San Diego",716127.8037
40992.3229,26.95747001,7.923871606,5.886602418,24033.91296,"New York, Manhattan",418549.3595
77501.43724,29.18955076,6.427479456,2.545804473,40756.37758,"Illinois, Chicago",865702.6165
64101.22086,25.92042358,5.677383053,4.273220418,44532.17146,"Illinois, Chicago",1425068.28
87868.59874,4.190513913,4.411764952,5.192500192,24592.84169,"Texas, Austin",1553167.247
63779.02462,28.47541194,6.751477616,4.102162925,31023.44371,"Texas, Houston",1555444.725
63993.52892,13.27738279,5.356342932,2.364265424,14696.16249,"Florida, Orlando",488145.507
99455.4559,1.269998432,7.07467089,4.331544006,26676.27861,"Florida, Orlando",1804652.073
43851.42688,13.82941848,8.885938696,4.446951623,24432.01573,"New York, Manhattan",777417.295
112231.5996,2.336005921,4.556571607,4.914836994,17324.93839,"California, Los Angeles",656848.883
108181.11,16.77245971,5.060626994,5.044846061,45779.14499,"Texas, Austin",1344577.711
93424.37466,10.8180668,6.36547269,5.083090753,15923.51352,"California, San Francisco",660143.4265
87457.72561,14.72961307,8.843069077,4.653777575,35429.5743,"California, Los Angeles",1163665.438
111384.1999,18.78194046,7.859048881,2.863244746,45605.70574,"Texas, Austin",991950.4841
54826.41436,26.19523178,8.491145966,3.616943023,46478.74319,"Florida, Orlando",694458.2465
46317.53298,20.19514572,5.668574242,5.10451989,41729.58799,"Texas, Houston",796501.3753
59160.81359,13.58741719,8.960192369,5.813707934,17045.64535,"Illinois, Chicago",1026592.293
103566.2623,24.76340776,4.51416408,2.315787859,42697.25637,"Florida, Miami",888472.5887
42773.62134,27.26188199,4.26486453,4.142146711,21062.5925,"California, Los Angeles",948678.8334
86624.54681,4.473039027,8.278013135,3.250089085,46895.9211,"New York, Brooklyn",1550238.857
119635.0013,16.42605635,8.636324351,2.901575577,38363.46726,"California, Los Angeles",586245.8516
108455.6875,9.250846833,4.452926788,4.023242734,41410.70244,"Florida, Miami",1366951.598
81715.65512,2.364774738,4.567137134,4.424357362,13401.29814,"Florida, Orlando",1452868.219
45091.27274,20.38785416,4.165870789,2.039088926,33310.60454,"Texas, Austin",1663547.979
106509.8812,26.02035255,4.522537813,5.120826289,42845.68508,"Texas, Houston",1740456.198
87918.28065,5.72417698,5.047099084,5.279528525,44463.61411,"New York, Brooklyn",569731.4239
49194.63976,24.55999607,8.850383095,5.862043298,11145.26819,"Florida, Orlando",535043.2939
47508.58279,25.74847627,7.339301111,2.722574933,47566.3693,"California, San Francisco",1345110.722
112770.1456,27.51587284,7.892765128,4.378210249,11733.54933,"Illinois, Chicago",1586758.136
93536.02104,8.693267583,7.880697018,3.706501494,34580.74719,"New York, Manhattan",762954.9314
106342.9439,27.21463889,6.675368749,3.339311406,37735.5011,"Texas, Houston",1193940.249
110318.312,10.29921989,7.987444889,4.262533806,14293.81165,"Illinois, Chicago",1612807.032
85741.78816,17.01780239,6.979037662,5.129532373,11920.47462,"New York, Brooklyn",1604755.284
81395.70814,2.464716654,5.572730488,2.092211134,41396.48618,"California, Los Angeles",1411494.282
74434.19283,2.272551563,6.805550544,5.87760045,25386.82499,"Texas, Austin",433939.0831
65355.72702,21.89082317,6.667542931,5.239526343,14284.50061,"California, San Diego",386094.5625
74767.67687,13.88991936,8.117265269,5.004614815,40506.71266,"Florida, Miami",960357.0271
101910.3725,8.432478886,8.908636087,5.041549529,43966.52281,"Texas, Houston",345368.625
88153.87448,6.521991385,6.055212827,3.556242838,33495.44763,"New York, Brooklyn",1837045.364
111401.8632,20.42865123,7.816953392,5.006482203,16449.47234,"California, San Diego",334245.9301
75470.40115,1.011644777,4.49881502,3.547080834,10608.89886,"Illinois, Chicago",350341.8656
88567.1663,24.37084391,7.884156847,5.594827318,38032.09925,"Texas, Austin",581056.5432
90504.60425,3.298238578,5.85708456,2.708889533,32005.58699,"California, Los Angeles",1365925.724
87335.77298,6.553198832,4.196950814,3.169389697,36031.88567,"California, Los Angeles",1220642.039
96210.70185,12.20085546,5.816230893,4.205350171,42527.38681,"California, San Francisco",1421128.132
58994.67747,15.06090345,7.053213755,3.276844144,27369.11108,"Texas, Austin",1819043.74
80989.1022,11.29485836,4.596250838,3.696948981,14980.61875,"New York, Manhattan",1073407.606
48337.98422,10.30065278,8.620172462,3.969690758,47599.33142,"California, San Diego",374589.159
70760.90621,28.95356435,4.388362066,5.425413395,31810.48509,"Florida, Orlando",1597944.263
79013.36549,19.60581076,8.650033599,4.092769014,34611.76476,"California, San Francisco",1680339.587
92177.94076,1.679555706,7.53568759,3.449839394,47336.45718,"Texas, Austin",384810.2118
116042.4842,13.47510134,5.648560877,2.990944656,47263.34625,"New York, Brooklyn",712843.7992
88052.08532,26.37525229,5.953751739,3.634703915,32883.78427,"Texas, Austin",1610014.559
99487.51329,9.742229406,7.704046824,4.062944418,21904.45699,"New York, Manhattan",939463.9055
80501.28476,3.742133998,7.007355504,4.984459429,49884.54536,"Texas, Austin",1103507.377
90728.32251,22.99315838,7.358214607,2.484195105,37232.6836,"California, San Diego",1699398.762
45674.57729,18.57440113,5.945823083,2.886436753,26337.46708,"Texas, Austin",460853.2153
60351.32647,17.53906273,6.439067409,3.518616063,32393.47211,"Texas, Austin",1451383.352
68948.24746,2.553720229,8.94933742,3.44159362,26633.36201,"Illinois, Chicago",665473.4575
77799.4684,5.074471284,5.069614352,3.56699235,45532.20609,"Florida, Orlando",406507.4328
43651.89964,19.05393249,6.089280933,5.174085059,29299.97499,"Florida, Miami",1426246.338
51201.9278,7.026891402,5.459115938,3.296617612,42941.13504,"California, San Diego",506400.8301
62145.14462,15.61803231,7.825557552,4.007592722,43607.05191,"Florida, Miami",1569912.34
117722.6153,16.80156889,7.820063128,4.495628131,42973.29351,"Illinois, Chicago",644599.1651
66507.76057,9.221708518,5.462227305,2.928714201,38887.5445,"California, San Francisco",382470.4346
78563.28465,28.50432951,4.406951583,4.874781549,44195.10867,"New York, Manhattan",468805.6905
55687.81702,25.4314591,4.057163383,4.188445279,25489.18318,"Florida, Orlando",1730159.423
88862.40569,21.94883172,6.137252666,3.787124652,14586.52825,"New York, Manhattan",930645.9678
62454.65724,3.261822126,6.051687972,5.239136107,43698.16817,"Illinois, Chicago",813853.2903
56559.40628,4.07777056,8.941949393,2.973981037,29926.73663,"California, San Diego",1135037.994
81325.81028,15.29065903,6.349010378,5.532703882,15095.0413,"Texas, Houston",1375985.367
40440.46393,5.660687127,5.282091848,4.244194941,14612.50089,"Florida, Orlando",363073.817
40613.12261,29.36969844,8.456147205,4.436699518,16369.69576,"Florida, Orlando",1826920.473
57525.50473,5.597086787,6.455339748,5.500235857,40038.93039,"Illinois, Chicago",1929418.32
42937.709,15.13656723,6.995878176,5.270330751,38434.26694,"California, San Francisco",1009421.587
48642.06033,11.55951065,4.478343552,4.406248275,18152.74721,"New York, Brooklyn",1001469.134
67108.85195,19.54220622,5.914582037,5.012750815,43876.93672,"Texas, Austin",1793551.866
104206.8544,4.742055858,8.721118372,3.733277961,21251.79182,"California, Los Angeles",1029830.057
85763.89147,13.47917641,6.947526921,4.189511014,41719.42333,"California, Los Angeles",1755522.889
81013.41808,8.966445951,5.722509276,2.248280547,29552.23631,"New York, Manhattan",348172.8056
63479.10586,26.74479422,7.128335903,2.359431672,39261.9473,"Texas, Austin",1132406.035
114540.2976,2.176985652,8.552055448,5.317701617,25255.50652,"New York, Brooklyn",1919129.376
71761.2033,27.49809733,5.369953002,2.238686623,23885.62388,"Texas, Houston",729767.9198
46967.42134,25.15683002,6.525583592,2.677596503,43654.38396,"New York, Manhattan",752463.1948
89365.32129,9.629550777,8.79345327,5.183330636,11412.09018,"Florida, Orlando",1371209.081
49107.07148,23.88942899,4.861980716,2.004583803,48989.47789,"Florida, Miami",1874524.502
67617.85142,1.90519325,7.598319628,3.129617315,35927.18233,"California, Los Angeles",637861.8102
80592.9551,29.03910096,7.072405041,4.336154631,27299.33553,"New York, Manhattan",1866806.744
109937.802,16.27125334,7.398375656,4.381799726,35122.18125,"California, Los Angeles",1427106.365
79483.72643,9.795149756,5.756098153,5.108611633,14909.63786,"Illinois, Chicago",1988180.434
96180.70128,11.51491317,5.569396867,4.023705018,30562.09821,"Texas, Houston",1551980.039
119425.3471,2.92575525,7.421048353,4.037607478,49403.82093,"Texas, Houston",1435260.919
50519.12959,29.69113591,5.077716426,4.901242302,19410.77751,"Florida, Miami",1685335.392
61978.52204,2.139466409,6.098273724,3.994497853,38891.12396,"California, San Diego",597738.5428
71566.08605,19.99230657,4.94087323,4.433964346,27398.85503,"Texas, Houston",1908175.542
73746.25428,13.8393419,4.041524206,5.591096273,36098.32594,"Florida, Orlando",581512.3649
72881.68602,28.51857033,8.8502868,3.60580403,18195.48915,"Illinois, Chicago",343639.6288
112608.8802,8.133992469,6.158514893,3.540500284,28818.5993,"California, San Francisco",1486356.63
97122.61156,16.43051789,8.846748072,2.014195967,49203.70855,"New York, Manhattan",613812.2244
88632.41713,14.98833005,4.701617599,4.453705046,17811.48604,"Florida, Orlando",1589880.405
64749.81743,21.38312688,6.936833897,2.11908763,35457.80111,"Texas, Austin",1651566.263
105903.2307,2.972296727,5.004870164,4.016593959,33023.90995,"California, San Francisco",702388.7091
116404.8409,6.619884771,7.950370635,5.216935156,32602.06345,"Florida, Orlando",447424.562
105695.8626,7.222379783,7.918514944,4.199684282,34604.93159,"Texas, Austin",1151395.643
40125.20842,22.40637189,4.563035745,3.078544661,30089.51895,"California, Los Angeles",1813371.468
90912.10961,6.485022193,8.560322264,5.144673686,10677.23001,"California, Los Angeles",1740394.872
44090.83052,17.63126115,4.973148236,3.078868016,46003.87246,"California, Los Angeles",499040.1761
60608.57763,7.242070795,7.064886708,4.932127124,43079.1531,"Florida, Miami",1940131.55
44761.97603,25.98712355,8.9281681,4.441033821,16966.70724,"Illinois, Chicago",748713.6322
88303.63624,28.32337818,8.411982674,2.679985187,26530.9271,"New York, Manhattan",893965.0009
94927.19308,16.03629627,8.782819643,5.620535499,40821.95923,"Florida, Miami",553385.4132
49159.01105,11.21695764,5.712993856,2.802574732,49202.49262,"Texas, Houston",942265.0414
70707.11064,7.787675476,4.527878211,5.958348297,48045.48186,"Texas, Houston",1380589.881
76498.92072,2.443649044,4.941734366,2.029241955,45974.36799,"Texas, Houston",1160333.042
69524.24174,8.78650221,6.502474475,3.053933509,16334.95589,"Illinois, Chicago",1706817.125
49682.00004,19.97283762,7.966148391,2.799441189,46579.00424,"Florida, Miami",1390211.379
73515.82321,16.47489101,4.750768221,2.055973641,45137.79652,"Florida, Miami",748025.6015
100094.2438,28.37719707,7.298657661,4.929471601,25077.99645,"California, San Francisco",1247644.654
45680.61316,12.49204061,5.61788802,4.773703208,25780.90378,"Florida, Miami",409124.914
46414.40113,21.12203693,5.706010362,5.169403857,28396.35688,"Texas, Austin",1287343.953
68381.70335,15.19035968,7.309588651,3.026794186,36247.02524,"Texas, Houston",962428.5102
115338.0569,15.86471026,6.334997098,3.777340668,20433.42464,"Florida, Miami",467277.4365
93485.81174,8.765455124,8.060166465,4.636454086,10917.93718,"Illinois, Chicago",822688.7201
94293.59653,14.19357253,4.779592548,3.759074016,15649.18098,"New York, Manhattan",1826747.887
68953.59927,14.65276491,7.949741349,4.789303081,27604.6363,"Texas, Houston",1296264.511
87492.8633,21.49263313,4.32117624,4.535893634,21280.10278,"California, San Diego",1835550.243
40810.49472,28.27855998,4.970269401,2.458591212,40580.66244,"Texas, Austin",998366.7779
90887.68371,10.55031705,7.280748573,5.124172484,14267.60282,"California, San Diego",1964144.619
113062.9558,2.223813589,8.274628283,4.882705436,46698.60902,"Texas, Houston",912032.3909
89005.87747,15.39255864,5.263398139,4.62333755,45813.0872,"California, San Francisco",1586567.846
109895.8875,16.78937863,5.635958029,2.620374425,46350.27268,"Illinois, Chicago",819185.2419
97917.84444,5.884775983,6.685603741,3.071985795,39584.39994,"New York, Manhattan",480183.9324
49644.67331,23.05347358,5.057864032,3.572708126,14279.99886,"New York, Manhattan",1716196.214
112196.2646,29.56294414,8.055781308,3.119718487,27525.50285,"Texas, Houston",1596388.596
45315.50755,28.42746679,7.868183225,2.911241163,15256.21487,"Florida, Miami",1695069.357
82717.3978,6.716075126,4.72645856,5.221430681,49507.96771,"California, San Francisco",809480.7039
51370.9699,26.38553396,6.319148659,4.552928985,23321.53694,"Illinois, Chicago",1496224.764
40936.52886,21.43031546,7.874138833,4.261888526,33413.22168,"Texas, Houston",673868.8412
73762.74081,14.16155035,5.686647656,2.903810843,41175.72217,"Florida, Miami",319229.6116
63603.25661,16.67771884,7.165534114,5.672306249,46824.64337,"Texas, Houston",1773030.919
78880.0395,25.63840507,4.251065607,2.764732156,40221.90903,"California, San Francisco",1189993.328
86175.99094,14.92391325,7.043443803,5.179803731,36980.15115,"Illinois, Chicago",1972210.674
43499.12578,11.8230137,4.7632649,5.866690667,28639.27128,"Texas, Austin",954560.6813
49840.26361,15.3041773,8.152916626,4.908370917,34216.00535,"Texas, Houston",1926684.112
84691.39172,17.79476432,5.777247318,5.971435101,13766.55235,"Florida, Miami",1345597.348
67453.38825,6.48325196,5.407769314,4.604204468,45356.90168,"New York, Brooklyn",1170748.622
